species,Spnvisits
Col_1439,127
Col_1443,409
Col_6137,266
Col_6141,628
Col_6136,550
Col_5017,1056
Col_2385,332
Col_6133,1190
Col_1442,133
Col_4379,207
Col_5723,228
Col_6134,437
Col_6138,48
Col_6140,121
Col_7080,269
Col_2040,503
Col_5946,70
Col_1988,130
Col_1113,482
Col_2041,190
Col_1425,52
Col_2032,240
Col_1989,171
Col_7081,355
Col_5586,105
Col_1301,278
Col_1928,27
Col_5488,182
Col_1765,64
Col_3855,29
Col_2658,399
Col_2014,43
Col_6129,766
Col_2007,45
Col_2012,136
Col_7319,192
Col_5878,48
Col_5887,408
Col_2018,160
Col_1519,324
Col_1426,115
Col_2209,84
Col_5135,38
Col_7085,3
Col_7104,29
Col_2309,131
Col_1422,415
Col_2311,88
Col_5130,121
Col_7326,631
Col_1999,35
Col_5199,232
Col_2030,155
Col_2009,37
Col_2336,118
Col_4375,178
Col_1434,281
Col_4549,725
Col_2378,179
Col_4334,1
Col_6816,88
Col_3870,310
Col_2383,99
Col_2015,597
Col_2211,130
Col_2020,101
Col_2312,148
Col_5320,29
Col_3854,353
Col_3868,96
Col_3863,3
Col_3869,50
Col_6692,157
Col_1213,242
Col_1766,21
Col_6135,394
Col_1299,41
Col_1306,283
Col_4374,191
Col_5021,236
Col_1304,211
Col_5131,832
Col_2000,101
Col_1635,25
Col_5331,7
Col_2042,133
Col_6127,25
Col_2031,90
Col_1994,29
Col_6854,176
Col_4377,54
Col_5321,10
Col_3355,8
Col_1247,12
Col_1311,305
Col_4378,185
Col_2125,10
Col_1923,242
Col_2024,42
Col_2028,12
Col_1219,50
Col_1990,135
Col_1308,72
Col_1446,174
Col_2388,263
Col_2305,21
Col_6123,48
Col_2001,158
Col_1529,39
Col_5328,146
Col_5936,255
Col_1298,206
Col_1925,21
Col_2165,31
Col_2306,32
Col_5948,1
Col_6124,19
Col_6125,41
Col_7084,27
Col_5585,65
Col_1976,12
Col_6982,4
Col_4830,77
Col_2034,14
Col_1993,56
Col_2019,26
Col_3353,4
Col_2208,168
Col_5132,85
Col_4457,7
Col_2039,2
Col_1992,26
Col_2038,8
Col_2008,26
Col_1424,78
Col_2021,17
Col_3306,8
Col_5630,7
Col_3356,18
Col_1313,121
Col_2310,47
Col_3874,82
Col_1218,61
Col_2023,5
Col_1449,102
Col_1432,48
Col_1438,10
Col_5129,8
Col_2381,8
Col_6856,118
Col_2218,80
Col_3856,13
Col_6139,10
Col_5246,120
Col_7083,14
Col_3872,0
Col_5937,5
Col_5537,15
Col_1307,19
Col_2342,10
Col_1767,3
Col_6132,21
Col_2006,3
Col_2203,15
Col_5020,180
Col_5205,24
Col_3357,16
Col_5136,134
Col_5555,5
Col_1431,11
Col_6131,14
Col_5939,127
Col_2376,60
Col_3864,95
Col_3866,7
Col_5308,21
Col_5326,22
Col_1428,42
Col_2037,16
Col_2127,30
Col_3873,2
Col_2370,62
Col_2604,44
Col_3867,1
Col_2659,2
Col_1423,7
Col_2210,27
Col_2660,7
Col_5725,3
Col_5727,8
Col_6897,18
Col_6900,0
Col_5133,117
Col_1440,8
Col_3875,7
Col_2207,0
Col_3354,1
Col_2029,28
Col_2601,39
Col_3862,0
Col_3871,0
Col_1531,4
Col_1924,10
Col_1310,3
Col_5724,38
Col_5329,6
Col_5278,0
Col_1997,0
Col_5628,13
Col_4859,10
Col_6693,13
Col_4275,23
Col_1768,36
Col_6899,2
Col_2033,10
Col_5134,10
Col_2661,11
Col_5938,8
Col_2166,0
Col_1436,0
Col_2374,7
Col_7079,10
Col_5947,7
Col_2035,7
Col_1215,22
Col_3381,18
Col_2372,0
Col_1927,2
Col_5322,2
Col_6859,39
Col_2025,18
Col_1433,1
Col_1312,3
Col_2016,11
Col_1444,5
Col_1447,2
Col_2205,20
Col_1437,2
Col_2382,20
Col_2206,2
Col_3859,2
Col_3860,4
Col_5610,18
Col_5587,9
Col_1430,3
Col_4651,3
Col_1427,10
Col_2671,13
Col_1435,13
Col_4831,20
Col_5018,3
Col_5323,7
Col_6694,18
Col_4333,12
Col_1929,11
Col_6857,33
Col_3040,3
Col_6901,5
Col_2384,27
Col_3373,22
Col_1216,1
Col_1302,0
Col_7317,48
Col_4420,6
Col_2036,0
Col_1926,2
Col_7082,9
Col_7076,19
Col_3570,3
Col_4419,15
Col_5538,0
Col_5200,12
Col_2043,4
Col_2022,4
Col_2027,4
Col_5726,2
Col_3007,2
Col_3043,6
Col_4274,17
Col_5019,17
Col_6126,1
Col_1441,0
Col_1246,6
Col_5332,0
Col_4376,2
Col_7290,6
Col_2011,2
Col_1217,1
Col_3379,5
Col_1530,3
Col_3041,0
Col_3375,1
Col_5324,1
Col_5325,1
Col_5950,4
Col_1212,2
Col_1445,0
Col_6472,3
Col_4335,0
Col_1448,0
Col_3861,0
Col_2603,0
Col_2343,0
Col_3174,1
Col_5330,0
Col_2202,0
Col_3865,0
Col_5327,0
Cen_236,467
Cen_129,672
Cen_177,1325
Cen_141,744
Cen_202,874
Cen_147,910
Cen_174,2260
Cen_163,3011
Cen_171,44
Cen_167,807
Cen_144,45
Cen_143,14
Cen_154,7
Cen_201,6
Cen_206,199
Cen_156,1
Cen_182,0
Cen_208,3
Cen_157,202
Cen_128,0
Cen_217,9
Cen_150,62
Cen_130,87
Cen_127,62
Cen_142,568
Cen_189,598
Cen_162,158
Cen_134,5
Cen_190,5
Cen_161,195
Cen_176,37
Cen_205,113
Cen_140,128
Cen_173,9
Cen_139,313
Cen_204,168
Cen_175,789
Cen_138,74
Cen_187,16
Cen_166,77
Cen_168,44
Cen_198,9
Cen_149,21
Cen_186,0
Cen_165,4
Cen_184,0
Cen_164,5
Cen_170,5
Cen_146,1
Cen_124,2
Cen_169,1
Dip_6417,470
Dip_6081,65
Dip_5598,17
Dip_8086,72
Dip_8769,164
Dip_8134,211
Dip_4519,347
Dip_5571,442
Dip_8498,125
Dip_2059,614
Dip_8311,124
Dip_7152,796
Dip_7175,129
Dip_2955,46
Dip_7728,523
Dip_2566,84
Dip_8116,910
Dip_8241,829
Dip_8113,780
Dip_7173,141
Dip_6079,208
Dip_3408,193
Dip_2975,22
Dip_2946,247
Dip_5786,542
Dip_2963,755
Dip_6231,25
Dip_3777,171
Dip_3403,604
Dip_3513,240
Dip_2982,13
Dip_5563,159
Dip_6420,242
Dip_8497,361
Dip_2664,112
Dip_8129,67
Dip_5103,29
Dip_8107,17
Dip_4525,709
Dip_5237,58
Dip_6416,525
Dip_4524,1977
Dip_4549,26
Dip_5949,273
Dip_3385,347
Dip_5231,386
Dip_5251,146
Dip_5243,287
Dip_2964,98
Dip_1459,972
Dip_2948,654
Dip_8133,285
Dip_6531,334
Dip_4239,54
Dip_6419,15
Dip_7174,47
Dip_5595,554
Dip_5245,339
Dip_6533,27
Dip_5240,85
Dip_3414,846
Dip_3410,378
Dip_8089,353
Dip_5105,76
Dip_8253,1
Dip_3402,82
Dip_8098,541
Dip_8242,55
Dip_8310,85
Dip_2954,301
Dip_5787,67
Dip_3793,109
Dip_3095,177
Dip_3514,43
Dip_5247,171
Dip_3308,24
Dip_3306,47
Dip_3406,31
Dip_7874,40
Dip_8119,68
Dip_1306,136
Dip_8081,54
Dip_5250,50
Dip_5241,416
Dip_8128,188
Dip_3797,31
Dip_2945,40
Dip_5776,8
Dip_2981,31
Dip_4245,109
Dip_4520,517
Dip_8251,29
Dip_5603,500
Dip_5248,79
Dip_5780,39
Dip_8127,96
Dip_5789,29
Dip_3510,141
Dip_8748,156
Dip_8115,222
Dip_2952,34
Dip_8087,271
Dip_8099,12
Dip_5232,44
Dip_5601,94
Dip_5252,30
Dip_4527,143
Dip_2990,57
Dip_8121,80
Dip_4108,24
Dip_8130,102
Dip_8135,253
Dip_7877,152
Dip_8123,315
Dip_7723,106
Dip_3512,87
Dip_5606,93
Dip_5235,181
Dip_8094,11
Dip_8108,87
Dip_3938,196
Dip_2973,10
Dip_5600,119
Dip_5777,7
Dip_8136,425
Dip_8102,351
Dip_3305,261
Dip_5238,64
Dip_8114,16
Dip_3936,151
Dip_8120,15
Dip_8768,54
Dip_8521,89
Dip_6787,170
Dip_5599,426
Dip_5246,238
Dip_2988,69
Dip_2951,155
Dip_6077,104
Dip_8096,56
Dip_5785,78
Dip_3039,6
Dip_2060,28
Dip_5253,12
Dip_8101,237
Dip_8118,83
Dip_5233,110
Dip_8112,53
Dip_5562,72
Dip_8520,20
Dip_4236,2
Dip_3304,31
Dip_3419,38
Dip_6856,152
Dip_3411,95
Dip_2983,25
Dip_8887,65
Dip_5784,124
Dip_8243,8
Dip_2947,9
Dip_2971,56
Dip_5561,131
Dip_1450,51
Dip_5782,55
Dip_8093,26
Dip_4244,231
Dip_8789,6
Dip_5623,60
Dip_3796,51
Dip_3412,64
Dip_2985,148
Dip_2950,10
Dip_5597,4
Dip_8083,93
Dip_8080,7
Dip_3511,87
Dip_2979,100
Dip_5249,37
Dip_4523,93
Dip_10958,75
Dip_1046,62
Dip_3296,80
Dip_5605,61
Dip_4107,19
Dip_8131,59
Dip_2962,10
Dip_6857,146
Dip_8105,249
Dip_4552,210
Dip_2980,116
Dip_7833,21
Dip_4521,10
Dip_6532,76
Dip_8100,12
Dip_7982,32
Dip_4497,61
Dip_2959,44
Dip_3016,29
Dip_5236,38
Dip_5596,57
Dip_2966,7
Dip_7153,13
Dip_5945,38
Dip_4518,22
Dip_3420,12
Dip_4522,14
Dip_8106,52
Dip_7151,3
Dip_3798,8
Dip_8088,70
Dip_2972,44
Dip_5607,0
Dip_7402,17
Dip_5781,3
Dip_8137,115
Dip_8124,13
Dip_8496,7
Dip_8104,129
Dip_2591,55
Dip_6078,53
Dip_5594,40
Dip_4235,1
Dip_4526,24
Dip_6415,26
Dip_3744,36
Dip_5565,6
Dip_6534,32
Dip_8138,29
Dip_3413,5
Dip_4496,7
Dip_4018,18
Dip_2683,23
Dip_8084,16
Dip_5242,11
Dip_5234,9
Dip_2968,8
Dip_3417,20
Dip_8519,15
Dip_3939,50
Dip_7019,44
Dip_7879,18
Dip_3309,20
Dip_3295,3
Dip_5948,23
Dip_2944,2
Dip_5244,7
Dip_3792,16
Dip_2967,7
Dip_2987,3
Dip_7021,3
Dip_4017,10
Dip_6530,8
Dip_3405,9
Dip_2984,12
Dip_8111,5
Dip_8092,26
Dip_2965,1
Dip_3416,12
Dip_3790,9
Dip_3791,1
Dip_7403,12
Dip_5604,5
Dip_2589,20
Dip_6785,5
Dip_2953,0
Dip_5946,12
Dip_5947,7
Dip_4238,3
Dip_2682,13
Dip_3409,0
Dip_5104,6
Dip_3307,1
Dip_2960,5
Dip_4233,3
Dip_8090,4
Dip_1352,6
Dip_2986,7
Dip_3297,0
Dip_8091,6
Dip_8082,0
Dip_8110,3
Dip_7834,18
Dip_8890,1
Dip_2957,8
Dip_5602,10
Dip_9006,1
Dip_4551,0
Dip_11913,2
Dip_2590,16
Dip_10856,1
Dip_4548,5
Dip_9038,1
Dip_7724,0
Dip_3418,3
Dip_7020,2
Dip_2949,3
Dip_2974,1
Dip_6786,2
Dip_8117,7
Dip_5239,5
Dip_2977,0
Dip_7722,3
Dip_6418,0
Dip_2958,0
Dip_8103,1
Dip_8097,2
Dip_8085,2
Dip_8888,7
Dip_5775,1
Dip_3743,1
Dip_11914,1
Dip_8889,3
Dip_11919,0
Dip_8892,1
Dip_5566,3
Dip_7727,1
Dip_9890,2
Dip_11617,2
Dip_9007,0
Dip_2970,1
Dip_8132,3
Dip_7875,1
Dip_8893,0
Dip_5788,0
Dip_2956,0
Dip_3937,0
Dip_5593,0
Dip_6943,126
Dip_6941,297
Dip_6947,50
Dip_6942,231
Dip_8187,44
Dip_8184,168
Dip_8183,7
Dip_6945,101
Dip_8179,106
Dip_2921,4
Dip_8182,12
Dip_8180,32
Dip_6946,37
Dip_6944,14
Dip_8185,2
Dip_8186,0
Dip_8181,1
Coenagrion puella,4225
Ischnura elegans,6738
Enallagma cyathigerum,6320
Sympetrum striolatum,6232
Aeshna mixta,2210
Calopteryx splendens,2749
Aeshna caerulea,107
Aeshna cyanea,3411
Lestes sponsa,2032
Orthetrum cancellatum,1073
Sympetrum sanguineum,1120
Aeshna grandis,2903
Sympetrum danae,1366
Erythromma viridulum,162
Erythromma najas,602
Anax imperator,2226
Platycnemis pennipes,465
Pyrrhosoma nymphula,5655
Calopteryx virgo,1620
Libellula depressa,1862
Libellula quadrimaculata,2138
Libellula fulva,111
Brachytron pratense,215
Ischnura pumilio,88
Aeshna juncea,3112
Cordulegaster boltonii,3013
Coenagrion pulchellum,77
Coenagrion hastulatum,16
Leucorrhinia dubia,36
Somatochlora arctica,70
Somatochlora metallica,24
Sympetrum fonscolombii,100
Gomphus vulgatissimus,91
Cordulia aenea,69
Anax parthenope,21
Orthetrum coerulescens,356
Coenagrion mercuriale,9
Ceriagrion tenellum,48
Anax ephippiger,19
Anaciaeschna isoceles,27
Chalcolestes viridis,30
Sympetrum striolatum subsp. striolatum,0
Lestes dryas,49
Calopteryx splendens subsp. intermedia,0
Aeshna affinis,2
Sympetrum flaveolum,30
Sympetrum vulgatum,3
Lestes barbarus,2
Sympetrum nigrescens,40
Crocothemis erythraea,0
Anax junius,1
Coenagrion scitulum,0
Sympecma fusca,0
Leucorrhinia pectoralis,0
Clinocera fontinalis,152
Clinocera nigra,29
Clinocera nivalis,3
Clinocera stagnalis,210
Clinocera wesmaeli,5
Dolichocephala guttata,36
Dolichocephala irrorata,158
Dolichocephala oblongoguttata,181
Dolichocephala ocellata,5
Dolichocephala thomasi,1
Kowarzia bipunctata,114
Kowarzia tenella,4
Wiedemannia lota,2
Wiedemannia phantasma,2
Wiedemannia bistigma,35
Wiedemannia insularis,34
Empis lucida,13
Empis verralli,31
Empis albinervis,161
Empis hyalipennis,8
Empis impennis,0
Empis vitripennis,19
Empis volucris,20
Empis aestiva,262
Empis bicuspidata,31
Empis caudatula,138
Empis chioptera,150
Empis decora,11
Empis limata,3
Empis nigripes,234
Empis nuntia,310
Empis pennipes,61
Empis planetica,36
Empis praevia,131
Empis prodromus,1
Empis rufiventris,4
Empis woodi,19
Empis picipes,12
Empis tessellata,387
Empis livida,673
Empis grisea,67
Empis nigritarsis,74
Empis femorata,95
Empis scotica,22
Empis tumida,13
Empis borealis,11
Empis opaca,34
Empis aemula,26
Empis concolor,10
Empis digramma,24
Empis laetabilis,4
Empis lutea,106
Empis punctata,97
Empis scutellata,138
Empis stercorea,137
Empis trigramma,140
Hilara abdominalis,2
Hilara albipennis,4
Hilara albitarsis,2
Hilara albiventris,27
Hilara anglodanica,99
Hilara angustifrons,17
Hilara apta,21
Hilara barbipes,1
Hilara beckeri,62
Hilara biseta,21
Hilara bistriata,3
Hilara brevistyla,54
Hilara brevivittata,11
Hilara canescens,83
Hilara chorica,436
Hilara clavipes,75
Hilara clypeata,13
Hilara cornicula,147
Hilara curtisi,34
Hilara discoidalis,19
Hilara diversipes,10
Hilara flavipes,60
Hilara fulvibarba,20
Hilara fuscipes,142
Hilara galactoptera,60
Hilara gallica,1
Hilara ternovensis,15
Hilara hirta,0
Hilara hirtella,2
Hilara hirtipes,10
Hilara hybrida,1
Hilara implicata,0
Hilara intermedia,61
Hilara interstincta,146
Hilara litorea,239
Hilara longivittata,13
Hilara lugubris,5
Hilara cantabrica,60
Hilara lurida,70
Hilara manicata,94
Hilara maura,325
Hilara medeteriformis,2
Hilara media,7
Hilara merula,3
Hilara longifurca,155
Hilara morata,17
Hilara nigrina,135
Hilara nigrohirta,5
Hilara nitidula,15
Hilara obscura,239
Hilara pilosa,13
Hilara platyura,7
Hilara primula,1
Hilara pseudochorica,44
Hilara pseudosartrix,2
Hilara quadriseta,2
Hilara quadrifasciata,191
Hilara recedens,3
Hilara rejecta,110
Hilara scrobiculata,3
Hilara setosa,10
Hilara sturmii,23
Hilara submaura,0
Hilara pseudocornicula,66
Hilara thoracica,119
Empis albohirta,176
Empis longipes,199
Rhamphomyia erythrophthalma,64
Rhamphomyia gibba,18
Rhamphomyia hirsutipes,15
Rhamphomyia caliginosa,25
Rhamphomyia culicina,3
Rhamphomyia flava,147
Rhamphomyia lamellata,3
Rhamphomyia nigripennis,158
Rhamphomyia sciarina,15
Rhamphomyia trigemina,2
Rhamphomyia umbripennis,108
Rhamphomyia variabilis,52
Rhamphomyia hybotina,64
Rhamphomyia anomalipennis,31
Rhamphomyia crassirostris,216
Rhamphomyia maculipennis,38
Rhamphomyia aethiops,1
Rhamphomyia albipennis,18
Rhamphomyia albitarsis,1
Rhamphomyia atra,62
Rhamphomyia barbata,20
Rhamphomyia breviventris,0
Rhamphomyia caesia,3
Rhamphomyia curvula,7
Rhamphomyia geniculata,29
Rhamphomyia hirtula,3
Rhamphomyia marginata,6
Rhamphomyia micropyga,5
Rhamphomyia murina,0
Rhamphomyia obscura,5
Rhamphomyia physoprocta,3
Rhamphomyia pilifer,97
Rhamphomyia simplex,29
Rhamphomyia tarsata,173
Rhamphomyia tibiella,87
Rhamphomyia albosegmentata,3
Rhamphomyia ignobilis,0
Rhamphomyia laevipes,10
Rhamphomyia morio,3
Rhamphomyia nitidula,28
Rhamphomyia plumipes,2
Rhamphomyia spinipes,6
Rhamphomyia stigmosa,119
Rhamphomyia subcinerascens,33
Rhamphomyia sulcata,170
Rhamphomyia sulcatella,28
Rhamphomyia sulcatina,0
Rhamphomyia tibialis,18
Rhamphomyia vesiculosa,0
Chelifera angusta,3
Chelifera aperticauda,2
Chelifera astigma,0
Chelifera concinnicauda,2
Chelifera diversicauda,18
Chelifera flavella,4
Chelifera monostigma,5
Chelifera pectinicauda,13
Chelifera precabunda,22
Chelifera precatoria,246
Chelifera stigmatica,21
Chelifera subangusta,15
Chelifera trapezina,41
Chelipoda albiseta,15
Chelipoda vocatoria,42
Dryodromya testacea,1
Hemerodromia adulatoria,12
Hemerodromia baetica,47
Hemerodromia laudatoria,4
Hemerodromia oratoria,26
Hemerodromia raptoria,56
Hemerodromia unilineata,63
Phyllodromia melanocephala,269
Hormopeza obliterata,0
Ragas unica,5
Gloma fuscipennis,40
Heleodromia immaculata,33
Heleodromia irwini,0
Trichopeza longicornis,193
Hybos culiciformis,402
Hybos femoratus,376
Hybos grossipes,25
Syndyas nigripes,3
Syneches muscarius,2
Leptopeza borealis,1
Leptopeza flavipes,125
Ocydromia glabricula,531
Ocydromia melanopleura,4
Oropezella sphenoptera,75
Anthalia beatricella,0
Euthyneura albipennis,0
Euthyneura gyllenhali,11
Euthyneura halidayi,6
Euthyneura inermis,0
Euthyneura myrtilli,49
Oedalea apicalis,5
Oedalea flavipes,65
Oedalea holmgreni,187
Oedalea hybotina,1
Oedalea oriunda,2
Oedalea ringdahli,0
Oedalea stigmatella,70
Oedalea tibialis,18
Oedalea zetterstedti,24
Bicellaria intermedia,91
Bicellaria mera,4
Bicellaria nigra,119
Bicellaria nigrita,13
Bicellaria pilosa,31
Bicellaria simplicipes,28
Bicellaria spuria,21
Bicellaria subpilosa,17
Bicellaria sulcata,26
Bicellaria vana,481
Trichina bilobata,21
Trichina clavipes,196
Trichina elongata,58
Trichina opaca,7
Trichina pallipes,7
Trichinomyia flavipes,62
Chersodromia alata,8
Chersodromia arenaria,9
Chersodromia cursitans,14
Chersodromia hirta,23
Chersodromia incana,16
Chersodromia speculifera,13
Crossopalpus curvipes,16
Drapetis humilis,24
Crossopalpus minimus,8
Crossopalpus nigritellus,31
Crossopalpus setiger,0
Drapetis arcuata,4
Drapetis assimilis,17
Drapetis convergens,0
Drapetis exilis,18
Drapetis infitialis,1
Drapetis parilis,10
Drapetis pusilla,7
Drapetis simulans,5
Elaphropeza ephippiata,105
Stilpon graminum,50
Stilpon lunatus,12
Stilpon nubilus,12
Stilpon sublunatus,50
Stilpon subnubilus,2
Platypalpus aeneus,8
Platypalpus agilis,223
Platypalpus albicornis,13
Platypalpus albifacies,13
Platypalpus albiseta,6
Platypalpus albocapillatus,11
Platypalpus alter,1
Platypalpus annulatus,27
Platypalpus annulipes,209
Platypalpus aristatus,11
Platypalpus articulatoides,9
Platypalpus articulatus,20
Platypalpus aurantiacus,2
Platypalpus australominutus,41
Platypalpus biapicalis,3
Platypalpus bilobatus,0
Platypalpus calceatus,217
Platypalpus candicans,118
Platypalpus carteri,2
Platypalpus ciliaris,148
Platypalpus clarandus,54
Platypalpus commutatus,4
Platypalpus confinis,0
Platypalpus cothurnatus,55
Platypalpus cryptospina,5
Platypalpus cursitans,69
Platypalpus divisus,3
Platypalpus ecalceatus,12
Platypalpus excavatus,5
Platypalpus exilis,73
Platypalpus fasciatus,25
Platypalpus flavicornis,26
Platypalpus incertus,36
Platypalpus infectus,13
Platypalpus ingenuus,2
Platypalpus interstinctus,59
Platypalpus kirtlingensis,49
Platypalpus laticinctus,18
Platypalpus leucocephalus,25
Platypalpus leucothrix,9
Platypalpus longicornis,271
Platypalpus longiseta,317
Platypalpus luteicornis,3
Platypalpus luteolus,13
Platypalpus luteus,61
Platypalpus macula,4
Platypalpus maculipes,21
Platypalpus major,24
Platypalpus melancholicus,18
Platypalpus mikii,9
Platypalpus minutus agg.,275
Platypalpus niger,28
Platypalpus nigritarsis,96
Platypalpus caroli,3
Platypalpus notatus,269
Platypalpus ochrocera,1
Platypalpus optivus,67
Platypalpus pallidicornis,91
Platypalpus pallidiseta,0
Platypalpus pallidiventris,610
Platypalpus pallipes,54
Platypalpus parvicauda,32
Platypalpus pectoralis,80
Platypalpus pictitarsis,16
Platypalpus politus,13
Platypalpus praecinctus,19
Platypalpus pseudociliaris,3
Platypalpus pseudofulvipes,68
Platypalpus pulicarius,4
Platypalpus pygialis,3
Platypalpus pygmaeus,2
Platypalpus rapidoides,2
Platypalpus rapidus,7
Platypalpus ruficornis,6
Platypalpus stabilis,22
Platypalpus stigma,5
Platypalpus stigmatellus,7
Platypalpus strigifrons,33
Platypalpus subtilis,13
Platypalpus sylvicola,0
Platypalpus tonsus,6
Platypalpus tuomikoskii,1
Platypalpus unicus,2
Platypalpus verralli,78
Symballophthalmus dissimilis,1
Symballophthalmus fuscitarsis,18
Symballophthalmus pictipes,5
Tachydromia acklandi,25
Tachydromia aemula,109
Tachydromia arrogans,31
Tachydromia connexa,4
Tachydromia costalis,26
Tachydromia halidayi,28
Tachydromia morio,47
Tachydromia terricola,0
Tachydromia umbrarum,43
Tachydromia woodi,15
Tachypeza fennica,0
Tachypeza fuscipennis,6
Tachypeza heeri,1
Tachypeza nubila,177
Tachypeza truncorum,1
Microphor anomalus,23
Microphor crassipes,29
Microphor holosericeus,50
Atelestus dissonans,1
Atelestus pulicarius,10
Dolichopus argyrotarsis,4
Dolichopus atratus,123
Dolichopus atripes,85
Dolichopus brevipennis,148
Dolichopus caligatus,6
Dolichopus campestris,46
Dolichopus cilifemoratus,7
Dolichopus claviger,23
Dolichopus clavipes,46
Dolichopus discifer,107
Dolichopus festivus,255
Dolichopus griseipennis,278
Dolichopus laticola,4
Dolichopus latilimbatus,91
Dolichopus lepidus,27
Dolichopus linearis,10
Dolichopus longicornis,65
Dolichopus longitarsis,21
Dolichopus migrans,1
Dolichopus nigripes,1
Dolichopus nitidus,4
Dolichopus notatus,8
Dolichopus nubilus,175
Dolichopus pennatus,90
Dolichopus phaeopus,9
Dolichopus picipes,53
Dolichopus planitarsis,5
Dolichopus plumipes,512
Dolichopus plumitarsis,1
Dolichopus popularis,212
Dolichopus rupestris,27
Dolichopus sabinus,34
Dolichopus signatus,37
Dolichopus signifer,8
Dolichopus simplex,157
Dolichopus strigipes,38
Dolichopus subpennatus,54
Dolichopus trivialis,262
Dolichopus ungulatus,501
Dolichopus urbanus,55
Dolichopus virgultorum,7
Dolichopus vitripennis,114
Dolichopus wahlbergi,113
Dolichopus latipennis,0
Dolichopus diadema,93
Gymnopternus aerosus,275
Gymnopternus angustifrons,4
Gymnopternus assimilis,35
Gymnopternus blankaartensis,18
Gymnopternus brevicornis,28
Gymnopternus celer,74
Ethiromyia chalybea,39
Gymnopternus cupreus,225
Gymnopternus metallicus,84
Gymnopternus silvestris,17
Hercostomus chetifer,34
Poecilobothrus chrysozygos,33
Hercostomus fulvicaudis,2
Hercostomus germanus,42
Hercostomus gracilis,16
Hercostomus nanus,56
Hercostomus nigrilamellatus,5
Hercostomus nigripennis,84
Hercostomus nigriplantis,19
Hercostomus parvilamellatus,21
Hercostomus plagiatus,20
Hercostomus verbekei,1
Muscidideicus praetextatus,2
Poecilobothrus ducalis,5
Poecilobothrus majesticus,0
Poecilobothrus nobilitatus,316
Poecilobothrus principalis,46
Sybistroma crinipes,23
Sybistroma discipes,7
Sybistroma obscurellum,181
Tachytrechus consobrinus,18
Tachytrechus insignis,13
Tachytrechus notatus,50
Aphrosylus celtiber,39
Aphrosylus ferox,40
Aphrosylus mitis,12
Aphrosylus raptor,3
Hydrophorus albiceps,8
Hydrophorus balticus,46
Hydrophorus bipunctatus,28
Hydrophorus litoreus,22
Hydrophorus nebulosus,16
Hydrophorus oceanus,96
Hydrophorus praecox,61
Hydrophorus viridis,2
Liancalus virens,78
Machaerium maritimae,87
Orthoceratium lacustre,8
Scellus notatus,157
Schoenophilus versutus,4
Thinophilus flavipalpis,20
Thinophilus ruficornis,27
Cyrturella albosetosa,1
Medetera abstrusa,9
Medetera ambigua,2
Medetera bispinosa,1
Medetera dendrobaena,16
Medetera diadema,7
Medetera flavipes,13
Medetera impigra,15
Medetera infumata,0
Medetera inspissata,0
Medetera jacula,34
Medetera jugalis,1
Medetera micacea,36
Medetera muralis,9
Medetera obscura,1
Medetera oscillans,0
Medetera pallipes,18
Medetera parenti,0
Medetera petrophila,3
Medetera petrophiloides,28
Medetera saxatilis,129
Medetera striata,0
Medetera tristis,1
Medetera truncorum,182
Medetera unisetosa,0
Systenus bipartitus,1
Systenus leucurus,6
Systenus mallochi,1
Systenus pallipes,2
Systenus scholtzii,7
Systenus tener,0
Thrypticus bellus,23
Thrypticus cuneatus,2
Thrypticus divisus,2
Thrypticus laetus,12
Thrypticus nigricauda,4
Thrypticus pollinosus,9
Thrypticus smaragdinus,3
Thrypticus tarsalis,1
Neurigona abdominalis,1
Neurigona pallida,16
Neurigona quadrifasciata,45
Neurigona suturalis,4
Nematoproctus distendens,1
Rhaphium albomaculatum,11
Rhaphium antennatum,13
Rhaphium appendiculatum,157
Rhaphium auctum,19
Rhaphium brevicorne,46
Rhaphium caliginosum,174
Rhaphium commune,14
Rhaphium consobrinum,60
Rhaphium crassipes,51
Rhaphium elegantulum,15
Rhaphium fasciatum,10
Rhaphium fascipes,4
Rhaphium fractum,5
Rhaphium gravipes,0
Rhaphium lanceolatum,1
